q,time
138,0.000013
138,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
139,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
140,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
141,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
142,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
143,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
144,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
145,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
146,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
147,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
148,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
149,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
150,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
151,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
152,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
153,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
154,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
155,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
156,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
157,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
158,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
159,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
160,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
161,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
162,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
163,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
164,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
165,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
166,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
167,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
168,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
169,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
170,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
171,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
172,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
173,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
174,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
175,0.000013
176,0.000013
176,0.000014
176,0.000013
176,0.000013
176,0.000013
176,0.000013
176,0.000013
176,0.000013
176,0.000013
176,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
177,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
178,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
179,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
180,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
181,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
182,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
183,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
184,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
185,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
186,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
187,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
188,0.000013
189,0.000013
189,0.000013
189,0.000014
189,0.000014
189,0.000013
189,0.000013
189,0.000013
189,0.000013
189,0.000013
189,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
190,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
191,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000013
192,0.000014
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
193,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000013
194,0.000014
194,0.000014
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
195,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
196,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
197,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
198,0.000013
199,0.000013
199,0.000013
199,0.000013
199,0.000013
199,0.000013
199,0.000013
199,0.000013
199,0.000013
